Master Seed,Membrane Seed,Input Seed,Input Sigma,Corrected,Minimum Input,Window Size,RP Offset,Correction Duration,Correction Current,Confidence Scaling,Recall Threshold,Memories Stored,Recalls,Mean Error,Final Position Error
9032867609,2390786583,6983476421,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.131475153411879,0.2123398681901785
9032867610,2390786584,6983476422,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1269619988067489,0.1832986152282746
9032867611,2390786585,6983476423,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1255876095472025,0.1521286914493879
9032867612,2390786586,6983476424,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.120874325786292,0.150889291525608
9032867613,2390786587,6983476425,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1228673848820837,0.1236419149654887
9032867614,2390786588,6983476426,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1266111159809406,0.1583532749562862
9032867615,2390786589,6983476427,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.137198507061264,0.1899988314910737
9032867616,2390786590,6983476428,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1212492275207354,0.090596951534751
9032867617,2390786591,6983476429,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1329203312563723,0.1598068777997806
9032867618,2390786592,6983476430,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.134151636569873,0.2130296058642775
9032867619,2390786593,6983476431,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1294219974857715,0.1626000923954904
9032867620,2390786594,6983476432,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1275937911996453,0.1796361002493341
9032867621,2390786595,6983476433,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1271561031706027,0.1789581832803168
9032867622,2390786596,6983476434,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1318380818312522,0.2131561564705941
9032867623,2390786597,6983476435,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.132608304680317,0.1867558039668366
9032867624,2390786598,6983476436,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1252687975033417,0.1803227856820629
9032867625,2390786599,6983476437,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1320627683412698,0.1402671111353179
9032867626,2390786600,6983476438,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1311697226671987,0.1447323020847469
9032867627,2390786601,6983476439,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1273208874471561,0.1450741386497215
9032867628,2390786602,6983476440,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1301724829701327,0.1920048799951247
9032867629,2390786603,6983476441,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1236523182521102,0.1679397471788656
9032867630,2390786604,6983476442,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1383931886756578,0.2236575684093356
9032867631,2390786605,6983476443,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1299534392068413,0.2113022234495384
9032867632,2390786606,6983476444,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1266821194471823,0.2013891008834335
9032867633,2390786607,6983476445,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1272803058798,0.1528780920365055
9032867634,2390786608,6983476446,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1249801506597349,0.2033533459946762
9032867635,2390786609,6983476447,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1213331092738604,0.1559635792874766
9032867636,2390786610,6983476448,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1229063248936652,0.1681426541367753
9032867637,2390786611,6983476449,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1291706440945132,0.2142064089714024
9032867638,2390786612,6983476450,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1312471643675236,0.2052905887117714
9032867639,2390786613,6983476451,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1226141053247762,0.1468123597807138
9032867640,2390786614,6983476452,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1279289939012663,0.1204558760150396
9032867641,2390786615,6983476453,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1226337003302989,0.2148816624096584
9032867642,2390786616,6983476454,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.126370721387139,0.1823723290845518
9032867643,2390786617,6983476455,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1290952953094218,0.217159805152045
9032867644,2390786618,6983476456,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1281347692180159,0.1881967406195983
9032867645,2390786619,6983476457,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1292824594815941,0.1621346839137294
9032867646,2390786620,6983476458,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1324571208438335,0.2005441732031209
9032867647,2390786621,6983476459,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1321556069129016,0.1790526532682833
9032867648,2390786622,6983476460,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1282354652031458,0.1824480832337988
9032867649,2390786623,6983476461,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1248347306371154,0.1633366595174941
9032867650,2390786624,6983476462,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1235417619757394,0.1872447994352338
9032867651,2390786625,6983476463,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1290723404939081,0.1450235304758235
9032867652,2390786626,6983476464,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1271180479190812,0.2042985603226376
9032867653,2390786627,6983476465,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1300402407566792,0.1944072576087577
9032867654,2390786628,6983476466,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.124808563019844,0.1832084449044596
9032867655,2390786629,6983476467,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1224520044603999,0.1211850745276732
9032867656,2390786630,6983476468,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1243717661447528,0.1965884028983458
9032867657,2390786631,6983476469,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1305820641577806,0.1673955243197235
9032867658,2390786632,6983476470,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1219074099360978,0.1543783859724141
9032867659,2390786633,6983476471,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1251475857829492,0.1874988348041951
9032867660,2390786634,6983476472,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1286896176221056,0.1407046992872093
9032867661,2390786635,6983476473,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1306056500580331,0.140493095090807
9032867662,2390786636,6983476474,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1328386671321525,0.1512669440751112
9032867663,2390786637,6983476475,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1311426918525552,0.2122769431829013
9032867664,2390786638,6983476476,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1214026322836021,0.1570683591754123
9032867665,2390786639,6983476477,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1285639625130552,0.1460566599868725
9032867666,2390786640,6983476478,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1239948221962713,0.2105876861401227
9032867667,2390786641,6983476479,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1287206445315893,0.1406365368730141
9032867668,2390786642,6983476480,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1265700106965253,0.1506784236211004
9032867669,2390786643,6983476481,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1236920393419541,0.1386395007134036
9032867670,2390786644,6983476482,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1280673189607369,0.2066440716644355
9032867671,2390786645,6983476483,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1246519946150006,0.1687535014463378
9032867672,2390786646,6983476484,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1311017520832626,0.1951090203375647
9032867673,2390786647,6983476485,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1199458107188336,0.1607987122772853
9032867674,2390786648,6983476486,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1240712178083285,0.1570533786590239
9032867675,2390786649,6983476487,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1313800861666124,0.1683122129291575
9032867676,2390786650,6983476488,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.129921280149443,0.1423751746735087
9032867677,2390786651,6983476489,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1285062891472022,0.1974312251972739
9032867678,2390786652,6983476490,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.122600207266738,0.1636570455420538
9032867679,2390786653,6983476491,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.1270770954889456,0.1564916752950256
9032867680,2390786654,6983476492,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.125732132175354,0.1661421754357409
9032867681,2390786655,6983476493,0.6035333489642621,False,2700,10,0,500.0,450.0,True,0.8,0,0,0.12865572241381576,0.14603020592429522
